name,band,ra,dec,herf_70,herf_100,herf_160,herf_250,herf_350,herf_500,wisevega_1,wisevega_2,wisevega_3,wisevega_4,2mvega_j,2mvega_h,2mvega_k,redshift
HPPSC070A_J163528.2-223439,blue,248.867729,-22.577393,462.861,,948.71,413.7,151,,12.45,12.237,8.162,6.005,15.431,14.494,13.795,0.047876
HPPSC070A_J033846.2-354019,blue,54.692817,-35.672054,27.052,45.871,62.61,,,,14.358,13.943,10.752,9.053,16.365,15.453,14.957,0.184087
HPPSC070A_J143659.1+631953,blue,219.246347,63.331502,37.62,,136.549,61,,,14.094,13.986,10.596,8.615,16.24,15.527,14.804,0.054073
HPPSC070A_J122138.0+043025,blue,185.408711,4.506886,45.487,50.436,65.257,,,,13.069,12.072,8.81,6.326,15.533,14.983,14.429,0.094
HPPSC070A_J130002.7+273433,blue,195.011575,27.575796,36.952,64.714,66.606,40.1,,,16.492,16.224,11.829,8.48,,,,0.44585
HPPSC070A_J121402.4+534518,blue,183.510016,53.755005,22.153,13.907,15.991,,,,16.17,15.881,12.9,8.919,,,,0.003025
HPPSC070A_J125816.6+270845,blue,194.569375,27.145913,40.045,73.035,98.899,61.9,,,14.846,14.314,11.054,8.807,17.133,16.346,15.433,0.1779
HPPSC070A_J124623.0-021842,blue,191.596087,-2.311741,102.799,,255.255,,,,13.465,13.272,9.406,7.542,15.508,14.844,14.394,0.059841
HPPSC070A_J091338.7-101918,blue,138.411551,-10.321742,1817.835,2343.773,2655.252,,,,11.837,11.38,7.054,4.31,14.353,13.566,13.016,0.054141
HPPSC070A_J112710.8+084352,blue,171.79532,8.731181,283.165,375.047,401.539,201.9,110.5,,13.111,12.944,9.42,6.476,15.893,15.292,13.844,0.003466
HPPSC070A_J193336.5+190727,blue,293.402136,19.124175,1198.815,,2457.709,,,,12.293,11.894,7.655,5.502,15.854,13.978,13.835,0.024
HPPSC070A_J030004.5-104928,blue,45.018771,-10.824553,125.256,,,,,,10.378,9.589,7.226,4.867,13.969,13.123,12.408,0.032589
HPPSC070A_J043558.9+474303,blue,68.995535,47.717436,3880.148,,9806.894,6530.9,3814.1,2036,10.801,9.714,6.019,3.586,14.627,14.018,13.091,0.021578
HPPSC070A_J065820.5-555621,blue,104.585601,-55.939037,13.239,27.234,56.858,42,30.9,,15.38,15.04,11.191,8.992,,,,0.45
HPPSC070A_J111133.0+354041,blue,167.887498,35.67804,22.088,,,,,,15.667,14.13,10.452,7.756,,,,1.1
HPPSC070A_J033253.0-275115,blue,53.220877,-27.854159,2.315,6.333,16.925,,,,16.341,15.845,12.824,9.662,,,,1.0025
HPPSC070A_J033221.9-274033,blue,53.091277,-27.675905,2.839,6.734,,,,,17.205,16.654,13.231,9.607,,,,0.42575
HPPSC070A_J171635.8-102041,blue,259.149346,-10.344723,17361.244,18804.124,14334.185,4117.2,,,9.755,9.223,4.66,1.841,13.178,12.155,11.308,0.017335
HPPSC070A_J062346.3-321259,blue,95.943272,-32.216481,205.316,,,,,,10.547,9.747,6.586,4.031,13.384,12.67,12.115,0.022429
HPPSC070A_J125934.1+271612,blue,194.892372,27.269956,30.024,57.982,79.702,51.1,,,14.674,14.251,10.688,8.977,16.582,15.93,15.519,0.3872
HPPSC070A_J035342.7+371407,blue,58.427932,37.23536,763.415,,991.989,444.7,170.9,84.1,10.996,10.537,7.207,4.807,13.533,12.937,12.37,0.018646
HPPSC070A_J061358.3+802835,blue,93.493028,80.476307,1075.989,1940.582,,,703.1,309.8,11.072,10.835,6.825,5.086,13.986,12.778,12.257,0.012467
HPPSC070A_J122324.1+024045,blue,185.85064,2.679155,31.768,,146.619,59.9,,,11.259,10.525,8.022,6.233,14.106,13.607,12.931,0.023433
HPPSC070A_J114845.9+293829,blue,177.191307,29.641398,860.391,,1194.006,536.7,237.7,,10.24,9.515,6.993,4.538,13.181,12.48,11.596,0.023016
HPPSC070A_J121015.7+392452,blue,182.565761,39.414553,42.453,,61.335,,,,15.284,14.797,10.771,9.02,,,,0.16
HPPSC070A_J124517.2-024120,blue,191.321898,-2.688782,115.859,,151.977,,,,13.927,13.621,9.594,7.359,16.004,15.333,14.532,0.059594
HPPSC070A_J103923.6+451054,blue,159.84856,45.181733,99.569,,168.963,,,,14.098,13.853,9.676,7.861,15.983,15.592,14.912,0.086772
HPPSC070A_J125818.6+271839,blue,194.577872,27.31093,391.748,571.752,628.189,283.2,140.2,,13.015,12.762,8.499,6.568,15.332,14.567,14.046,0.0247
HPPSC070A_J043033.2+385548,blue,67.638402,38.929927,7432.178,9136.969,7911.816,,,,10.319,9.93,5.624,2.85,12.839,11.714,11.207,0.018813
HPPSC070A_J045747.3+414624,blue,74.447073,41.773363,2451.978,,4166.249,,,,10.838,10.52,6.346,4.252,14.177,13.036,12.551,0.029901
HPPSC070A_J125855.6+272147,blue,194.731955,27.362978,39.063,63.606,,52.9,,,16.236,15.437,11.342,8.398,,,,0.1537
HPPSC070A_J121702.4+390437,blue,184.260088,39.076873,926.18,925.867,565.127,,,,14.213,14.039,10.24,6.477,15.728,15.097,14.713,0.065418
HPPSC070A_J033233.6-274313,blue,53.140152,-27.72027,3.164,9.15,11.261,,,,14.297,14.127,12.538,9.622,15.974,15.391,15.082,0.103235
HPPSC070A_J033216.2-274900,blue,53.067481,-27.816547,2.997,12.532,13.495,,,,18.206,16.975,13.235,9.327,,,,1.413
HPPSC070A_J022814.4+311859,blue,37.060287,31.316284,317.674,,,,,,,,,,15.217,14.501,14.178,0.016
HPPSC070A_J134920.7-281202,blue,207.336511,-28.200589,368.798,,1106.4,530.9,250.9,85.8,11.121,11.134,7.243,5.434,13.677,12.878,12.46,0.016678
HPPSC070A_J165242.3-144652,blue,253.176297,-14.781131,1072.659,,,813.9,,,11.74,11.492,7.709,5.447,15.007,13.863,13.071,0.025894
HPPSC070A_J111828.8-325308,blue,169.620045,-32.885508,132.483,174.938,171.072,,,,15.27,14.769,10.04,6.516,,,,0.002
HPPSC070A_J113207.3+704908,blue,173.030805,70.818899,79.958,,175.664,,,,13.58,13.293,9.792,7.658,15.984,15.233,15.112,0.123018
HPPSC070A_J141715.3+445546,blue,214.313757,44.929433,169.56,214.359,,,,,13.825,13.456,9.474,7.253,16.021,15.514,15.003,0.113574
HPPSC070A_J141012.1-005224,blue,212.550807,-0.87346,30.796,43.639,,,,,15.293,14.964,11.487,8.139,,,,0.0253
HPPSC070A_J121916.7+063619,blue,184.819729,6.605212,23.569,62.285,,,,,16.249,15.457,11.53,8.922,,,,0.1804
HPPSC070A_J000138.4+232901,blue,0.410342,23.483663,452.418,754.614,,,,,10.278,10.249,7.782,5.342,12.637,11.763,11.562,0.01458
HPPSC070A_J121214.6+131247,blue,183.060984,13.213148,47.121,76.421,94.902,49.8,,,14.226,13.932,10.308,8.674,17.092,16.229,15.657,0.217
HPPSC070A_J012720.8-323337,blue,21.83677,-32.56027,46.845,,188.962,,,,14.3,14.082,10.417,7.993,17.342,15.951,15.213,0.1316
HPPSC070A_J140057.8+425120,blue,210.240892,42.855644,1357.879,1864.74,1846.051,862.2,365.5,,11.765,11.522,7.436,4.962,14.591,13.474,12.924,0.032926
HPPSC070A_J162844.5+393056,blue,247.185421,39.51564,67.347,95.398,82.165,36.7,,,12.075,12.108,10.952,9.219,13.551,12.796,12.512,0.027416
HPPSC070A_J033209.8-275313,blue,53.041227,-27.886962,5.792,8.786,,,,,17.181,16.903,12.603,9.261,,,,0.743
HPPSC070A_J033219.2-274431,blue,53.080154,-27.741839,3.566,7.651,,15.3,,,,,,,,,,3.356
HPPSC070A_J020924.6-100810,blue,32.352756,-10.136094,5471.984,7645.385,8817.562,3637,1608.1,603,9.438,9.24,5.396,3.336,11.901,11.209,10.668,0.013586
HPPSC070A_J063247.2+634026,blue,98.196832,63.673806,1003.229,,2317.697,,,,9.781,9.097,6.28,3.76,12.941,11.997,11.235,0.012769
HPPSC070A_J233355.2-234341,blue,353.480095,-23.728144,142.882,,320.868,,,,11.027,10.168,7.547,5.314,14.589,13.795,13.133,0.0477
HPPSC070A_J134112.8-143840,blue,205.303696,-14.644508,140.725,,,127.4,83.4,,10.22,9.296,6.35,4.117,13.244,12.383,11.388,0.04179
HPPSC070A_J011834.0-001342,blue,19.641767,-0.228423,4070.885,4671.124,3309.682,1319.6,519,,11.78,11.278,7.011,4.051,14.304,13.304,12.556,0.047223
HPPSC070A_J124412.9-020900,blue,191.053928,-2.149893,46.913,,98.107,,,,14.851,14.603,10.695,8.621,,,,0.1043
HPPSC070A_J103152.0-345114,blue,157.966845,-34.853853,7119.913,7133.054,5162.893,1953,782,,9.017,7.553,4.189,1.484,13.142,12.148,11.289,0.010674
HPPSC070A_J083116.8+374239,blue,127.820288,37.710941,72.346,,207.574,,,,14.485,14.338,10.498,7.746,15.979,15.255,14.844,0.057262
HPPSC070A_J092047.6-080202,blue,140.198546,-8.033823,378.692,,449.168,165.8,68.2,,11.339,11.303,8.75,6.516,13.411,12.631,12.219,0.019644
HPPSC070A_J111919.2-030329,blue,169.830159,-3.058086,44.861,,,,,,13.229,13.081,11.187,8.821,15.193,14.374,13.802,0.1051
HPPSC070A_J181255.3+682148,blue,273.230741,68.363269,7690.801,9754.444,9080.304,3885.3,1616,513.1,10.252,9.875,5.491,2.594,12.836,11.856,11.181,0.020652
HPPSC070A_J121013.0+392424,blue,182.554316,39.40662,172.35,,224.287,114.6,,,14.782,14.276,10.241,8.087,17.267,15.885,15.788,0.16
HPPSC070A_J033206.2-274507,blue,53.025928,-27.752043,3.048,,16.66,,,,17.216,16.803,12.542,9.08,,,,1.0678
HPPSC070A_J125512.7+272318,blue,193.802981,27.388281,68.726,121.841,119.257,,,,14.931,14.44,10.737,8.699,,,,0.15935
HPPSC070A_J034611.0+330848,blue,56.545982,33.146683,281.029,581.791,1084.341,631.7,319.6,130.3,11.782,11.726,8.381,6.437,14.304,13.486,12.983,0.026905
HPPSC070A_J160242.5-192920,blue,240.677227,-19.488844,484.379,,626.795,,,,12.329,11.557,7.913,5.372,14.593,13.866,13.332,0.064588
HPPSC070A_J031501.4+420209,blue,48.755925,42.035954,7953.879,9139.871,7916.252,3176.7,1313.8,486.3,10.173,8.891,5.125,2.163,12.594,11.698,11.397,0.023343
HPPSC070A_J130059.7+274216,blue,195.249024,27.70457,25.051,49.515,,,,,14.865,14.341,10.999,8.66,,,,0.25126
HPPSC070A_J055542.6+032332,blue,88.927589,3.392291,3867.067,3202.885,2461.312,907.2,,,11.849,10.449,4.962,1.804,14.882,14.47,13.725,0.002632
HPPSC070A_J045314.5+440226,blue,73.310512,44.04058,1807.611,,2816.502,1391.7,579.9,200.4,10.705,10.48,6.772,4.079,13.406,12.228,11.753,0.023163
HPPSC070A_J111830.4+402553,blue,169.626982,40.43149,171.892,252.651,286.165,,,,11.345,10.436,7.808,5.574,14.66,13.798,12.763,0.154338
HPPSC070A_J125702.4+275014,blue,194.260306,27.83721,40.353,55.955,82.403,,,,15.265,14.755,10.683,8.272,,,,0.18753
HPPSC070A_J135216.5+020631,blue,208.068774,2.10866,1235.723,2355.797,,,,,11.055,10.864,6.888,4.533,13.57,12.918,12.208,0.033056
HPPSC070A_J033213.8-274953,blue,53.057859,-27.831328,2.819,4.768,,,,,,,,,,,,0.297
HPPSC070A_J062721.7-471037,blue,96.840463,-47.176877,7909.346,8174.686,5844.658,2054.4,781.1,,10.695,10.089,5.397,2.364,13.312,12.494,11.918,0.039404
HPPSC070A_J033248.1-274856,blue,53.200677,-27.815567,2.76,2.266,,,,,,,,,,,,0.234
HPPSC070A_J164714.5-141859,blue,251.810569,-14.316321,433.325,,,306.9,121.3,,12.915,12.686,9.163,6.976,14.852,13.876,13.234,0.065392
HPPSC070A_J091555.6+441959,blue,138.981824,44.332972,6044.34,7246.089,6870.891,,,443.7,11.451,10.929,6.733,3.68,13.756,12.984,12.46,0.039757
HPPSC070A_J125736.5+273822,blue,194.402218,27.63935,25.073,,,,,,16.093,15.489,11.723,8.396,,,,0.16142
HPPSC070A_J134722.8-302730,blue,206.845167,-30.458371,29.441,78.749,84.358,59.8,,,15.894,15.485,11.01,8.927,,,,0.015544
HPPSC070A_J074421.4-260249,blue,116.089163,-26.047027,550.051,,,650.4,359.4,164.8,11.803,11.553,7.732,5.887,15.402,14.458,13.805,0.00907
HPPSC070A_J155614.0+662054,blue,239.058541,66.348441,63.879,60.395,48.83,,,,13.702,13.042,9.708,6.264,16.321,15.26,14.7,0.2337
HPPSC070A_J024134.9+071114,blue,40.395583,7.187108,403.547,,478.967,229.3,94.7,,10.706,10.106,7.279,4.751,12.976,12.29,11.578,0.026982
HPPSC070A_J033247.7-274452,blue,53.199003,-27.747816,2.607,9.038,23.498,34.1,,,,,,,,,,2.11
HPPSC070A_J122100.9-712527,blue,185.254139,-71.424194,914.146,,1303.631,710.4,355,,12.456,12.088,7.769,5.168,15.189,14.325,13.74,0.078114
HPPSC070A_J033250.5-274708,blue,53.210408,-27.785484,1.921,4.948,9.374,,,,17.344,16.84,12.738,9.042,,,,0.5373
HPPSC070A_J235126.7+203510,blue,357.861243,20.586122,20726.442,22639.505,16445.937,6168,2340.4,746.1,9.671,9.198,4.716,1.69,12.129,11.353,10.808,0.018483
HPPSC070A_J033229.7-274243,blue,53.124083,-27.711869,5.197,,,,,,16.882,16.87,12.961,9.013,,,,0.667
HPPSC070A_J213553.9+472820,blue,323.974748,47.472328,472.891,,628.139,339.8,,,10.497,9.584,6.471,4.033,13.783,12.712,12.001,0.025
HPPSC070A_J050819.6+172148,blue,77.081934,17.363346,2265.966,3105.455,3313.936,,,,10.152,9.624,6.297,3.511,12.541,11.712,11.131,0.017505
HPPSC070A_J140220.2+542003,blue,210.58416,54.33417,121.375,168.96,276.204,120.9,,,15.49,15.045,10.698,7.533,,,,0.000653
HPPSC070A_J125628.1+272947,blue,194.117161,27.49627,36.721,48.979,,,,,15.834,15.44,11.665,8.412,,,,0.25319
HPPSC070A_J125305.9-031258,blue,193.27483,-3.216239,562.198,411.263,220.038,96.1,,,12.373,10.769,6.12,3.37,15.618,15.355,14.269,0.022706
HPPSC070A_J075223.3+273643,blue,118.097288,27.61199,73.711,,,,,,13.822,13.247,9.356,5.991,15.673,15.012,14.678,0.069001
HPPSC070A_J033249.5-274829,blue,53.206474,-27.807981,5.898,13.928,38.441,24.3,,,15.363,14.92,11.915,9,,,,0.3376
HPPSC070A_J043236.5+413829,blue,68.152302,41.641391,25.088,,,,,,14.163,13.199,10.135,7.435,15.957,15.177,15.017,1.023
HPPSC070A_J042946.2+373158,blue,67.442732,37.532877,702.52,,1747.62,,,,10.81,10.739,7.15,5.493,13.161,12.154,11.771,0.01963
HPPSC070A_J232508.8-120547,blue,351.286778,-12.096292,33.913,,,57.9,,,14.568,14.353,10.612,7.956,16.616,15.777,15.473,0.0816
HPPSC070A_J033248.7-274934,blue,53.20313,-27.826038,3.314,,,,,,17.287,16.81,12.957,9.527,,,,1.12
HPPSC070A_J033218.0-275059,blue,53.075101,-27.849794,21.276,48.385,89.157,56.4,,,14.839,14.507,10.925,8.936,,,,0.1225
HPPSC070A_J130046.7+280353,blue,195.194819,28.064727,20.611,48.363,63.979,,,,16.394,16.176,11.809,8.866,,,,0.29574
HPPSC070A_J033233.1-275030,blue,53.138161,-27.841681,4.033,7.477,18.601,16.8,,,16.167,15.922,12.618,9.52,,,,0.669
HPPSC070A_J033230.2-274524,blue,53.125902,-27.756701,9.45,18.932,,,,,16.089,15.568,13.117,8.94,,,,0.955
HPPSC070A_J033244.8-274202,blue,53.186781,-27.700615,4.827,7.292,10.934,,,,16.749,16.467,12.471,9.715,,,,0.70818
HPPSC070A_J111116.9+284453,blue,167.820725,28.7481,33.066,40.713,76.709,,,,14.73,14.584,10.761,8.567,16.647,16.087,14.922,0.029895
HPPSC070A_J003408.2-212608,blue,8.534523,-21.435495,179.942,,442.009,174.7,,,12.488,12.386,8.777,7.181,14.715,13.999,13.528,0.061186
HPPSC070A_J125709.6+272103,blue,194.290272,27.350931,48.302,40.581,72.589,,,,15.21,14.911,11.11,8.698,,,,0.1872
HPPSC070A_J223646.5-123243,blue,339.194048,-12.545243,427.296,,523.205,229.8,119.2,,10.426,9.78,6.573,3.887,13.366,12.502,11.647,0.024109
HPPSC070A_J123427.9+090638,blue,188.616386,9.110661,16.309,45.113,45.217,,,,14.777,14.643,11.012,7.762,16.379,15.392,16.017,0.088166
HPPSC070A_J095449.5+091617,blue,148.706504,9.271412,2580.335,2931.677,2609.155,1022,461.6,,11.392,11.096,6.519,3.37,14.416,13.81,13.106,0.004854
HPPSC070A_J050140.4+433812,blue,75.418315,43.636745,988.507,,2056.41,1176,577.4,248.9,11.226,11.07,7.92,5.79,14.173,13.311,12.602,0.02395
HPPSC070A_J203306.0-020139,blue,308.27532,-2.02755,1260.531,2057.334,,2179.1,1219.9,662.9,10.932,10.524,6.541,4.09,14.156,13.322,12.775,0.019613
HPPSC070A_J221712.3+141421,blue,334.301448,14.239089,66.634,78.667,95.85,59.4,,,9.774,8.868,6.626,4.707,13.277,12.353,11.341,0.065762
HPPSC070A_J141432.0+185222,blue,213.63361,18.872794,90.592,132.133,182.601,112.6,49.5,,13.762,13.53,9.802,8.222,15.939,14.592,14.268,0.06719
HPPSC070A_J000245.5-003947,blue,0.689735,-0.662917,21.883,,,,,,15.633,15.058,11.364,8.572,,,,0.24711
HPPSC070A_J033224.8-274010,blue,53.103432,-27.669372,4.166,5.339,,,,,,,,,,,,0.941
HPPSC070A_J125902.6+274857,blue,194.760996,27.815779,11.718,7.622,,,,,,,,,,,,0.5775
HPPSC070A_J035734.1-053720,blue,59.392476,-5.6221,51.021,56.788,40.589,,,,15.86,15.247,10.971,7.893,,,,0.203724
HPPSC070A_J032849.6+010950,blue,52.206862,1.164009,17.996,39.035,52.529,,,,15.731,15.161,11.118,8.527,,,,0.23902
HPPSC070A_J131617.8+420240,blue,199.0742,42.044357,326.893,415.213,351.881,169.5,49.8,,13.159,12.915,8.918,6.118,15.024,14.38,13.881,0.062266
HPPSC070A_J160442.6-412454,blue,241.177708,-41.415027,103.583,,277.808,230.2,,,11.888,11.802,9.724,7.975,14.04,13.04,12.58,0.0433
HPPSC070A_J125813.3+270302,blue,194.555789,27.050547,23.393,34.571,,,,,15.771,15.35,11.608,9.046,,,,0.20205
HPPSC070A_J125649.7+270539,blue,194.207379,27.094123,44.693,124.056,223.166,162,81.9,,12.188,12.213,10.138,8.383,14.257,13.922,13.384,0.023129
HPPSC070A_J004121.5+401507,blue,10.339639,40.251977,96.358,95.695,81.918,,,,14.707,14.339,9.836,6.532,16.387,15.644,15.373,0.07504
HPPSC070A_J033245.7-275535,blue,53.190577,-27.92628,3.364,3.98,,,,,,,,,,,,0.102
HPPSC070A_J224018.0+753235,blue,340.075311,75.543018,741.736,,1126.294,572.1,231.6,,12.352,12.066,7.753,5.367,14.837,14.123,13.577,0.062076
HPPSC070A_J135636.6+545922,blue,209.152839,54.989343,74.064,,,53.5,,,14.484,14.284,10.393,8.128,16.576,15.85,15.003,0.065028
HPPSC070A_J033211.0-274722,blue,53.046162,-27.789549,4.619,,,,,,16.472,15.803,12.675,9.319,,,,0.417
HPPSC070A_J101933.8+453153,blue,154.891222,45.531275,28.536,57.719,55.687,49.9,,,14.531,14.308,10.636,9.258,16.2,15.39,15.209,0.142106
HPPSC070A_J162948.5+672243,blue,247.452286,67.378655,304.32,,812.278,413.5,199.3,,11.116,10.841,8.003,5.605,13.366,12.525,11.98,0.025328
HPPSC070A_J053827.7-092937,blue,84.615462,-9.493709,290.131,346.308,301.846,128.4,,,14.306,13.46,9.559,6.644,,,,0.340176
HPPSC070A_J092336.6+544839,blue,140.902614,54.810863,27.155,27.026,,,,,16.654,15.778,11.582,8.422,,,,0.222414
HPPSC070A_J095648.5+284922,blue,149.202076,28.822821,4.735,,,,,,,,,,,,,0.424401
HPPSC070A_J235124.8+200642,blue,357.853339,20.111702,18475.602,26789.367,27965.623,12659.6,5559.2,2026.6,9.437,9.017,4.972,2.185,12.599,11.534,11.071,0.014267
HPPSC070A_J013435.7-292245,blue,23.648982,-29.379293,41.969,,,46,,,17.795,15.603,9.499,6.569,,,,3.047
HPPSC070A_J020616.1-001729,blue,31.567231,-0.291441,77.323,,,,,,10.169,9.38,6.969,4.983,13.219,12.366,11.62,0.042436
HPPSC070A_J111446.9+550533,blue,168.69542,55.092464,76.414,,293.047,,,,13.696,13.541,10.234,8.338,15.869,14.294,14.476,0.054218
HPPSC070A_J114810.7+524828,blue,177.044628,52.80771,21.718,,,,,,15.325,15.028,11.328,8.544,16.943,15.678,15.924,0.091712
HPPSC070A_J042106.5+370446,blue,65.277064,37.07946,85.135,,,,,,10.656,10.664,9.375,8.05,13.246,12.394,11.784,0.01915
HPPSC070A_J033249.7-275203,blue,53.207234,-27.867482,1.965,3.312,,,,,17.866,16.799,12.59,9.597,,,,0.4143
HPPSC070A_J132318.0-112134,blue,200.825375,-11.35937,514.213,782.689,967.157,436.2,193.6,81.3,12.304,12.185,7.993,5.954,15.185,14.648,14.01,0.024093
HPPSC070A_J112850.6+583337,blue,172.211131,58.560152,24.092,35.238,,,,,14.862,14.812,11.282,8.667,,,,0.059372
HPPSC070A_J152114.2+222744,blue,230.309311,22.462349,83.11,91.302,82.822,41.1,,,11.01,10.007,7.379,5.254,14.6,13.586,12.474,0.137
HPPSC070A_J124626.8+504731,blue,191.611917,50.791898,213.938,339.186,330.933,,,,11.562,11.532,9.062,7.703,13.354,12.628,12.217,0.026982
HPPSC070A_J102336.6+422048,blue,155.902769,42.346591,701.728,1019.383,1315.112,617.3,,104.9,12.171,11.874,7.654,5.278,14.728,13.942,13.561,0.045456
HPPSC070A_J055453.5+462622,blue,88.723253,46.439412,2139.509,,1062.156,477.5,,,8.356,7.336,4.39,1.756,12.334,11.288,10.237,0.020484
HPPSC070A_J121019.3+392109,blue,182.580659,39.352472,33.673,,129.491,78.8,,,,,,,16.308,15.477,14.824,0.190575
HPPSC070A_J195737.6-375607,blue,299.406853,-37.935382,5326.19,6626.155,7914.301,3245.2,,,10.216,9.538,5.219,2.417,12.736,12.254,11.559,0.0192
HPPSC070A_J033247.6-274107,blue,53.198715,-27.685223,7.378,17.187,,,,,15.452,15.107,11.72,9.007,,,,0.414933
HPPSC070A_J033212.2-274047,blue,53.051081,-27.679626,2.678,,,,,,,,,,,,,0.7286
HPPSC070A_J221927.7+292345,blue,334.865537,29.395906,5476.609,7668.579,9009.005,,,,10.37,9.946,5.708,3.425,14.102,12.927,12.141,0.015241
HPPSC070A_J144519.7+095915,blue,221.332183,9.987535,12.138,,35.037,18.8,,,,,,,,,,0.263
HPPSC070A_J011651.3-205206,blue,19.214141,-20.868358,11.627,,,,,,16.363,15.353,11.416,8.893,,,,1.41
HPPSC070A_J151159.9-211902,blue,227.999767,-21.317251,1831.791,,1508.168,629.5,,,9.692,8.777,5.87,3.201,12.781,11.909,10.973,0.044607
HPPSC070A_J122904.2+435846,blue,187.267531,43.979448,42.202,79.988,133.896,,,,12.214,12.257,10.18,8.4,13.909,13.115,12.916,0.023797
HPPSC070A_J124246.3-020632,blue,190.693065,-2.108831,67.202,,132.998,,,,14.656,14.264,10.311,8.061,17.163,16.324,15.552,0.1524
HPPSC070A_J154402.5-344217,blue,236.010526,-34.704738,418.762,,1183.185,652.2,,,11.582,11.461,8.489,6.537,13.521,13.161,12.018,0.02467
HPPSC070A_J131356.7-025828,blue,198.486501,-2.974348,61.807,,296.562,,,,13.718,13.481,9.952,8.227,15.84,14.949,14.359,0.134883
HPPSC070A_J140202.6+541536,blue,210.5111,54.259903,57.407,100.712,110.867,68.5,,,14.217,13.867,10.331,8.224,16.245,15.482,14.626,0.149927
HPPSC070A_J054328.7-013818,blue,85.869889,-1.638326,626.814,674.828,453.027,,,,12.517,12.171,7.717,4.577,15.517,14.327,13.622,0.018279
HPPSC070A_J072737.5-025454,blue,111.906266,-2.915046,7133.28,6516.023,3809.005,1513.4,577.2,192.9,12.73,11.895,6.919,3.333,15.121,14.32,13.473,0.087557
HPPSC070A_J191104.0+732534,blue,287.766656,73.426068,3743.021,3928.65,3268.268,1663.5,,,9.794,9.785,5.896,2.729,13.408,12.707,12.222,0.025201
HPPSC070A_J072626.2-355423,blue,111.609489,-35.906323,961.87,,549.671,,,,9.941,8.89,5.272,2.606,13.088,12.233,11.698,0.029404
HPPSC070A_J121412.8-471343,blue,183.553701,-47.228579,5874.308,7895.29,8937.495,3665.1,1539.6,552.2,9.873,9.454,5.198,3.027,12.948,12.008,11.451,0.018489
HPPSC070A_J011351.1+131619,blue,18.463268,13.271976,736.227,,1093.469,514.8,,,9.862,8.893,5.889,3.548,13.814,12.89,11.717,0.049634
HPPSC070A_J033256.4-274834,blue,53.23536,-27.80944,6.049,24.576,25.081,17.3,,,14.413,14.261,11.94,9.67,16.147,15.332,15.042,0.1042
HPPSC070A_J054453.7-024230,blue,86.223832,-2.708423,426.536,,933.165,545.6,243.6,99.5,12.867,12.369,8.363,6.569,15.959,14.781,13.888,0.12469
HPPSC070A_J201514.3+090721,blue,303.809868,9.12263,125.468,,457.179,,,,11.13,11.155,9.287,7.535,13.777,12.824,12.35,0.011575
HPPSC070A_J102001.4+081132,blue,155.006059,8.192168,83.085,95.417,155.279,53.7,,,14.572,14.396,10.929,8.974,16.482,15.987,15.496,0.048633
HPPSC070A_J141452.7+192407,blue,213.719925,19.401853,135.429,203.23,269.263,158.9,69.5,,13.804,13.461,9.38,7.41,16.183,15.285,14.748,0.075981
HPPSC070A_J033424.5-151340,blue,53.602263,-15.227833,550.127,,849.064,,,,11.354,10.662,7.188,4.776,13.859,13.061,12.42,0.034938
HPPSC070A_J164610.2-112403,blue,251.542506,-11.400891,891.089,,,,,,9.42,8.228,5.175,2.731,13.576,12.328,11.102,0.074028
HPPSC070A_J130106.8+274820,blue,195.278471,27.805475,21.19,,,,,,14.467,14.215,11.954,8.921,16.587,15.787,15.137,0.2239
HPPSC070A_J120445.2+310934,blue,181.188497,31.159365,2129.422,,2744.555,1114,483.4,173.6,11.463,11.198,6.83,4.128,14.394,13.593,12.9,0.026452
HPPSC070A_J102206.1+220957,blue,155.525398,22.165963,65.756,87.208,106.587,,,,14.504,14.201,10.642,7.759,,,,0.147675
HPPSC070A_J132350.4-114624,blue,200.960238,-11.773253,64.634,,112.533,71.2,42.6,,13.854,13.623,10.415,8.655,16.018,15.495,14.625,0.078534
HPPSC070A_J154824.8-134527,blue,237.103579,-13.757426,4069.101,,4767.088,1979.1,872.4,336.2,8.568,7.696,4.791,2.481,12.113,11.167,10.261,0.025194
HPPSC070A_J044121.9+454943,blue,70.341369,45.828645,1756.8,,3686.331,1528.8,683.1,269.2,12.003,11.666,7.384,4.756,15.235,14.074,13.299,0.021118
HPPSC070A_J033246.1-275220,blue,53.192153,-27.87222,2.654,7.869,15.016,,,,17.536,17.033,12.578,9.195,,,,0.976
HPPSC070A_J084904.1+445647,blue,132.267258,44.946402,7.767,,,,,,16.794,16.621,12.611,8.928,,,,1.263
HPPSC070A_J094818.5+023006,blue,147.077257,2.501575,1329.907,1565.617,1077.004,511,225.6,,13.362,13.165,9.999,6.893,15.148,14.541,13.868,0.06042
HPPSC070A_J114357.4+195713,blue,175.989519,19.953513,54.018,99.542,109.159,,,,11.553,11.644,10.5,8.513,13.424,12.536,12.285,0.020728
HPPSC070A_J175656.6+240103,blue,269.236049,24.017407,8221.351,10149.332,7625.399,3060.9,1147.2,354.8,10.615,10.169,6.084,3.326,13.212,12.231,11.524,0.019827
HPPSC070A_J134735.7-603703,blue,206.898928,-60.61757,1947.437,,1509.079,,,,9.219,8.147,5.2,2.716,14.027,12.348,11.14,0.012879
